B,false,N_1T,false,0,T,1,0,12
B,false,N_2J,false,0,J,2,0,12
B,false,N_2P_R,false,0,P,2,0,36
B,false,N_2T,false,0,T,2,1,144
B,false,N_3J,false,0,J,3,0,144
B,false,N_3P_C,false,0,P,3,3,432
B,false,N_3P_R,false,0,P,3,1,144
B,false,N_3T,false,0,T,3,15,1728
B,false,N_4J,false,0,J,4,0,1728
B,false,N_4P_C,false,0,P,4,35,5184
B,false,N_4T,false,0,T,4,290,20736
B,false,N_5J,false,0,J,5,0,20736
B,false,N_5P_C,false,0,P,5,402,62208
B,false,N_5T,false,0,T,5,2546,248832
B,false,S_1T,true,1,T,1,0,12
B,false,S_2J,true,1,J,2,0,144
B,false,S_2P_R,true,1,P,2,1,36
B,false,S_2T,true,1,T,2,1,144
B,false,S_3J,true,1,J,3,3,1728
B,false,S_3P_C,true,1,P,3,0,432
B,false,S_3T,true,1,T,3,1,1728
B,false,S_4J,true,1,J,4,3,20736
B,false,S_4P_C,true,1,P,4,4,5184
B,false,S_4T,true,1,T,4,1,20736
B,false,S_5P_C,true,1,P,5,12,62208
B,false,S_5T,true,1,T,5,303,248832
B,true,S_1T,true,6,T,1,0,12
B,true,S_2J,true,36,J,2,1,144
B,true,S_2P_R,true,1,P,2,0,36
B,true,S_2T,true,36,T,2,1,144
B,true,S_3J,true,60,J,3,8,1728
B,true,S_3P_C,true,4,P,3,1,432
B,true,S_3T,true,216,T,3,14,1728
B,true,S_4J,true,300,J,4,108,20736
B,true,S_4P_C,true,8,P,4,27,5184
B,true,S_4T,true,1296,T,4,162,20736
B,true,S_5P_C,true,16,P,5,417,62208
B,true,S_5T,true,7776,T,5,2367,248832
T,false,N_1T,false,0,T,1,2,12
T,false,N_2J,false,0,J,2,0,0
T,false,N_2P_R,false,0,P,2,80,1957
T,false,N_2T,false,0,T,2,633,16364
T,false,N_3J,false,0,J,3,0,0
T,false,N_3P_C,false,0,P,3,3605,109601
T,false,N_3P_R,false,0,P,3,368,12330
T,false,N_3T,false,-1,T,3,-1,-1
T,false,N_4J,false,0,J,4,0,2
T,false,N_4P_C,false,-1,P,4,-1,-1
T,false,N_4T,false,-1,T,4,-1,-1
T,false,N_5J,false,0,J,5,0,3
T,false,N_5P_C,false,-1,P,5,-1,-1
T,false,N_5T,false,-1,T,5,-1,-1
T,false,S_1T,true,1,T,1,0,23
T,false,S_2J,true,1,J,2,1,17
T,false,S_2P_R,true,1,P,2,62,1486
T,false,S_2T,true,1,T,2,0,15
T,false,S_3J,true,1,J,3,43,857
T,false,S_3P_C,true,1,P,3,1,23
T,false,S_3T,true,1,T,3,1,37
T,false,S_4J,true,-1,J,4,-1,-1
T,false,S_4P_C,true,-1,P,4,-1,-1
T,false,S_4T,true,1,T,4,1,174
T,false,S_5P_C,true,-1,P,5,-1,-1
T,false,S_5T,true,1,T,5,2,282
T,true,S_1T,true,6,T,1,7,210
T,true,S_2J,true,36,J,2,736,88948
T,true,S_2P_R,true,1,P,2,39,8227
T,true,S_2T,true,36,T,2,4742,841087
T,true,S_3J,true,-1,J,3,-1,-1
T,true,S_3P_C,true,-1,P,3,-1,-1
T,true,S_3T,true,-1,T,3,-1,-1
T,true,S_4J,true,-1,J,4,-1,-1
T,true,S_4P_C,true,-1,P,4,-1,-1
T,true,S_4T,true,-1,T,4,-1,-1
T,true,S_5P_C,true,-1,P,5,-1,-1
T,true,S_5T,true,-1,T,5,-1,-1
